item_group_key_strict,item_group_key_loose,item_name_suggested,brand_guess,consumable_type,hazard_tags,example_image_file,images_in_group_strict,images_in_group_loose,primary_area,process_tags,unit_type,on_hand_qty,reorder_point,storage_location,notes,amazon_search_url,amazon_url,amazon_asin,r2_object_key
katchyinsect trap,katchyinsect trap,KATCHYInsect Trap8 Pack,KATCHYInsect,misc,,KATCHYInsectTrap8-Pack.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=KATCHYInsect+Trap8+Pack,,,Supplies/KATCHYInsectTrap8-Pack.jpg
keadic200pcs34in keadic diameter,keadic200pcs34in keadic,Keadic200Pcs34in Diameter Antique Upholstery Tacks,Keadic200Pcs34in,misc,,Keadic200Pcs34inDiameterAntiqueUpholsteryTacks.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Keadic200Pcs34in+Diameter+Antique+Upholstery+Tacks,,,Supplies/Keadic200Pcs34inDiameterAntiqueUpholsteryTacks.jpg
kenning12rolls120feet2mm kenning rolls,kenning12rolls120feet2mm kenning,Kenning12Rolls120Feet2mm Jewelry Making Chains,Kenning12Rolls120Feet2mm,misc,,Kenning12Rolls120Feet2mmJewelryMakingChains.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Kenning12Rolls120Feet2mm+Jewelry+Making+Chains,,,Supplies/Kenning12Rolls120Feet2mmJewelryMakingChains.jpg
kinbom1400pcs kinbom jump,kinbom1400pcs kinbom,KINBOM1400Pcs Jump Rings,KINBOM1400Pcs,misc,,KINBOM1400PcsJumpRings.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=KINBOM1400Pcs+Jump+Rings,,,Supplies/KINBOM1400PcsJumpRings.jpg
le page contact,le page,Le Page Heavy Duty Contact Cement250ml,Le,misc,,LePageHeavyDutyContactCement250ml.jpg,1,3,,,,,,,,https://www.amazon.ca/s?k=Le+Page+Heavy+Duty+Contact+Cement250ml,,,Supplies/LePageHeavyDutyContactCement250ml.jpg
leather sheetsfor crafts,leather sheetsfor,Leather Sheetsfor Leather Crafts,Leather,misc,,LeatherSheetsforLeatherCrafts.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Leather+Sheetsfor+Leather+Crafts,,,Supplies/LeatherSheetsforLeatherCrafts.jpg
leontoolflat nose plier,leontoolflat nose,LEONTOOLFlat Nose Plier Replacement Tips,LEONTOOLFlat,misc,,LEONTOOLFlatNosePlierReplacementTips.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=LEONTOOLFlat+Nose+Plier+Replacement+Tips,,,Supplies/LEONTOOLFlatNosePlierReplacementTips.jpg
lets decorate meters,lets decorate,Lets Decorate10Meters,Lets,misc,,LetsDecorate10Meters.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Lets+Decorate10Meters,,,Supplies/LetsDecorate10Meters.jpg
li cb cr,li cb,Li CB 10PCS 3V CR1620 Lithium Battery1620 Batteries,Li,misc,,LiCB 10PCS 3V CR1620 Lithium Battery1620 Batteries.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Li+CB+10PCS+3V+CR1620+Lithium+Battery1620+Batteries,,,Supplies/LiCB 10PCS 3V CR1620 Lithium Battery1620 Batteries.jpg
luna sundara dragons,luna sundara,Luna Sundara Dragons Blood,Luna,misc,,LunaSundaraDragonsBlood.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Luna+Sundara+Dragons+Blood,,,Supplies/LunaSundaraDragonsBlood.jpg
luter1400pcs luter open,luter1400pcs luter,LUTER1400pcs Open Jump Rings,LUTER1400pcs,misc,,LUTER1400pcsOpenJumpRings.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=LUTER1400pcs+Open+Jump+Rings,,,Supplies/LUTER1400pcsOpenJumpRings.jpg
lxb tn pcstnut,lxb tn,LXB TN10 100PCSTNut Hammer Head Nut,LXB,misc,,LXB-TN10-100PCSTNutHammerHeadNut.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=LXB+TN10+100PCSTNut+Hammer+Head+Nut,,,Supplies/LXB-TN10-100PCSTNutHammerHeadNut.jpg
meway30oz meway coffee,meway30oz meway,MEWAY30oz Coffee Tumblers Purple,MEWAY30oz,misc,,MEWAY30ozCoffeeTumblersPurple.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=MEWAY30oz+Coffee+Tumblers+Purple,,,Supplies/MEWAY30ozCoffeeTumblersPurple.jpg
mixed model trees,mixed model,Mixed Model Trees,Mixed,misc,,MixedModelTrees.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Mixed+Model+Trees,,,Supplies/MixedModelTrees.jpg
mod podge waterbase,mod podge,Mod Podge Waterbase Sealer,Mod,misc,,ModPodgeWaterbaseSealer.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Mod+Podge+Waterbase+Sealer,,,Supplies/ModPodgeWaterbaseSealer.jpg
mrrpremium sublimation heat,mrrpremium sublimation,MRRPremium Sublimation Heat Transfer Paper,MRRPremium,misc,,MRRPremiumSublimationHeatTransferPaper.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=MRRPremium+Sublimation+Heat+Transfer+Paper,,,Supplies/MRRPremiumSublimationHeatTransferPaper.jpg
multi fit vf,multi fit,Multi Fit VF7816TPCraftsman,Multi,misc,,Multi-FitVF7816TPCraftsman.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Multi+Fit+VF7816TPCraftsman,,,Supplies/Multi-FitVF7816TPCraftsman.jpg
nail art rhinestones,nail art,Nail Art Rhinestones Nail3DNail Art Decoration,Nail,misc,,NailArtRhinestonesNail3DNailArtDecoration.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Nail+Art+Rhinestones+Nail3DNail+Art+Decoration,,,Supplies/NailArtRhinestonesNail3DNailArtDecoration.jpg
naler pony bead,naler pony,Naler Pony Bead,Naler,misc,,NalerPonyBead.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Naler+Pony+Bead,,,Supplies/NalerPonyBead.jpg
niubeeacrylic sheet x,niubeeacrylic sheet,NIUBEEAcrylic Sheet18x24Inches2Pieces,NIUBEEAcrylic,misc,,NIUBEEAcrylicSheet18x24Inches2Pieces.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=NIUBEEAcrylic+Sheet18x24Inches2Pieces,,,Supplies/NIUBEEAcrylicSheet18x24Inches2Pieces.jpg
olycraft10000pcs15~2mm olycraft no,olycraft10000pcs15~2mm olycraft,OLYCRAFT10000pcs15~2mm No Hole White Pearl Beads,OLYCRAFT10000pcs15~2mm,misc,,OLYCRAFT10000pcs15~2mmNoHoleWhitePearl Beads.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=OLYCRAFT10000pcs15~2mm+No+Hole+White+Pearl+Beads,,,Supplies/OLYCRAFT10000pcs15~2mmNoHoleWhitePearl Beads.jpg
olycraft2400pcs4mm olycraft golden,olycraft2400pcs4mm olycraft,OLYCRAFT2400pcs4mm Golden Pearl Beads No Hole,OLYCRAFT2400pcs4mm,misc,,OLYCRAFT2400pcs4mmGoldenPearlBeadsNoHole.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=OLYCRAFT2400pcs4mm+Golden+Pearl+Beads+No+Hole,,,Supplies/OLYCRAFT2400pcs4mmGoldenPearlBeadsNoHole.jpg
otimark45pieces otimark tiny,otimark45pieces otimark,Otimark45Pieces Tiny Miniature Bottles,Otimark45Pieces,misc,,Otimark45PiecesTinyMiniatureBottles.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Otimark45Pieces+Tiny+Miniature+Bottles,,,Supplies/Otimark45PiecesTinyMiniatureBottles.jpg
pandahall3937ft pandahall roll,pandahall3937ft pandahall,Pandahall3937Ft Roll Copper Wire24Gauge,Pandahall3937Ft,misc,,Pandahall3937FtRollCopperWire24Gauge.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Pandahall3937Ft+Roll+Copper+Wire24Gauge,,,Supplies/Pandahall3937FtRollCopperWire24Gauge.jpg
paracordplanetmicro multi packs,paracordplanetmicro multi,PARACORDPLANETMicro Cord Multi Packs,PARACORDPLANETMicro,misc,,PARACORDPLANETMicroCordMultiPacks.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=PARACORDPLANETMicro+Cord+Multi+Packs,,,Supplies/PARACORDPLANETMicroCordMultiPacks.jpg
paxcoo6pack paxcoo jewelry,paxcoo6pack paxcoo,Paxcoo6Pack Jewelry Beading Wire,Paxcoo6Pack,misc,,Paxcoo6PackJewelryBeadingWire.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Paxcoo6Pack+Jewelry+Beading+Wire,,,Supplies/Paxcoo6PackJewelryBeadingWire.jpg
peachtree woodworking supply,peachtree woodworking,Peachtree Woodworking Supply Veneer Variety Pack for Marquetry and Inlay Work with 15 Square Feet of Domestic •Exotic •Various Grain and Color Dyed Raw Wood Veneers •No Two Packs are Alike,Peachtree,misc,,Peachtree Woodworking Supply Veneer Variety Pack for Marquetry and Inlay Work with 15 Square Feet of Domestic •Exotic •Various Grain and Color Dyed Raw Wood Veneers •No Two Packs are Alike.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Peachtree+Woodworking+Supply+Veneer+Variety+Pack+for+Marquetry+and+Inlay+Work+with+15+Square+Feet+of+Domestic+•Exotic+•Various+Grain+and+Color+Dyed+Raw+Wood+Veneers+•No+Two+Packs+are+Alike,,,Supplies/Peachtree Woodworking Supply Veneer Variety Pack for Marquetry and Inlay Work with 15 Square Feet of Domestic •Exotic •Various Grain and Color Dyed Raw Wood Veneers •No Two Packs are Alike.jpg
pepe pepetools smart,pepe pepetools,Pepe Tools Pepetools Smart Flux,Pepe,misc,,PepeToolsPepetoolsSmartFlux.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Pepe+Tools+Pepetools+Smart+Flux,,,Supplies/PepeToolsPepetoolsSmartFlux.jpg
perkisboby2lb perkisboby beeswax,perkisboby2lb perkisboby,Perkisboby2lb White Beeswax Pellets,Perkisboby2lb,misc,,Perkisboby2lbWhiteBeeswaxPellets.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Perkisboby2lb+White+Beeswax+Pellets,,,Supplies/Perkisboby2lbWhiteBeeswaxPellets.jpg
pgmj340pcs pgmj metric,pgmj340pcs pgmj,PGMJ340Pcs Metric304Stainless Steel M6M8M10Nuts,PGMJ340Pcs,misc,,PGMJ340PcsMetric304StainlessSteelM6M8M10Nuts.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=PGMJ340Pcs+Metric304Stainless+Steel+M6M8M10Nuts,,,Supplies/PGMJ340PcsMetric304StainlessSteelM6M8M10Nuts.jpg
phomemo round circle,phomemo round,Phomemo Round Circle Thermal Paper,Phomemo,misc,,PhomemoRoundCircleThermalPaper.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Phomemo+Round+Circle+Thermal+Paper,,,Supplies/PhomemoRoundCircleThermalPaper.jpg
phpanda hall chinese,phpanda hall,PHPanda Hall Chinese Name Stamp Stone,PHPanda,misc,,PHPandaHallChineseNameStampStone.jpg,1,4,,,,,,,,https://www.amazon.ca/s?k=PHPanda+Hall+Chinese+Name+Stamp+Stone,,,Supplies/PHPandaHallChineseNameStampStone.jpg
phpanda hall clear,phpanda hall,PHPanda Hall Clear Cubic Zirconia Stone,PHPanda,misc,,PHPandaHallClearCubicZirconiaStone.jpg,1,4,,,,,,,,https://www.amazon.ca/s?k=PHPanda+Hall+Clear+Cubic+Zirconia+Stone,,,Supplies/PHPandaHallClearCubicZirconiaStone.jpg
phpanda hall pinch,phpanda hall,PHPanda Hall Pinch Bails Hollow Curved,PHPanda,misc,,PHPandaHallPinchBailsHollowCurved.jpg,1,4,,,,,,,,https://www.amazon.ca/s?k=PHPanda+Hall+Pinch+Bails+Hollow+Curved,,,Supplies/PHPandaHallPinchBailsHollowCurved.jpg
phpanda hall sizes,phpanda hall,PHPanda Hall240pcs8Sizes,PHPanda,misc,,PHPandaHall240pcs8Sizes.jpg,1,4,,,,,,,,https://www.amazon.ca/s?k=PHPanda+Hall240pcs8Sizes,,,Supplies/PHPandaHall240pcs8Sizes.jpg
popetpopdog bone tags,popetpopdog bone,POPETPOPDog Bone Tags20pcs,POPETPOPDog,misc,,POPETPOPDogBoneTags20pcs.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=POPETPOPDog+Bone+Tags20pcs,,,Supplies/POPETPOPDogBoneTags20pcs.jpg
powertec1102606 powertec psa,powertec1102606 powertec,POWERTEC1102606 Inch PSA100 Grit,POWERTEC1102606,misc,,POWERTEC1102606-InchPSA100-Grit.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=POWERTEC1102606+Inch+PSA100+Grit,,,Supplies/POWERTEC1102606-InchPSA100-Grit.jpg
pronto100pure pronto pure,pronto100pure pronto,Pronto100Pure Acetone,Pronto100Pure,misc,,Pronto100PureAcetone.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Pronto100Pure+Acetone,,,Supplies/Pronto100PureAcetone.jpg
protecta clear trial,protecta clear,Protecta Clear Trial Kit4oz,Protecta,misc,,ProtectaClearTrialKit4oz.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Protecta+Clear+Trial+Kit4oz,,,Supplies/ProtectaClearTrialKit4oz.jpg
raw opal crystals,raw opal,Raw Opal Crystals,Raw,misc,,RawOpalCrystals.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Raw+Opal+Crystals,,,Supplies/RawOpalCrystals.jpg
red dopwax setters,red dopwax,Red DOPWax Setters Cement Stone Setting Lapidary418Gram,Red,misc,,RedDOPWaxSettersCementStoneSettingLapidary418Gram.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Red+DOPWax+Setters+Cement+Stone+Setting+Lapidary418Gram,,,Supplies/RedDOPWaxSettersCementStoneSettingLapidary418Gram.jpg
reton50pcs1inch reton release,reton50pcs1inch reton,RETON50PCS1Inch Side Release Buckles,RETON50PCS1Inch,misc,,RETON50PCS1InchSideReleaseBuckles.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=RETON50PCS1Inch+Side+Release+Buckles,,,Supplies/RETON50PCS1InchSideReleaseBuckles.jpg
robinair13203premium robinair premium,robinair13203premium robinair,Robinair13203Premium High Vacuum Pump Oil,Robinair13203Premium,misc,,Robinair13203PremiumHighVacuumPumpOil.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Robinair13203Premium+High+Vacuum+Pump+Oil,,,Supplies/Robinair13203PremiumHighVacuumPumpOil.jpg
rock tumbler grit,rock tumbler,Rock Tumbler Grit Refill Kit,Rock,misc,,RockTumblerGritRefillKit.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Rock+Tumbler+Grit+Refill+Kit,,,Supplies/RockTumblerGritRefillKit.jpg
ronson butane fuel,ronson butane,Ronson Butane Fuel Lotof4,Ronson,misc,,RonsonButaneFuelLotof4.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Ronson+Butane+Fuel+Lotof4,,,Supplies/RonsonButaneFuelLotof4.jpg
rose essential oil,rose essential,Rose Essential Oil30ml,Rose,misc,,RoseEssentialOil30ml.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Rose+Essential+Oil30ml,,,Supplies/RoseEssentialOil30ml.jpg
genmitsu sain smart,genmitsu sain,Sain Smart Genmitsu10Pcs Nano Blue Coat End Mill CNCRouter Bits,Genmitsu,misc,,SainSmartGenmitsu10PcsNanoBlueCoatEndMillCNCRouterBits.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Sain+Smart+Genmitsu10Pcs+Nano+Blue+Coat+End+Mill+CNCRouter+Bits,,,Supplies/SainSmartGenmitsu10PcsNanoBlueCoatEndMillCNCRouterBits.jpg
sanbegemosaicshell350pieces sanbegemosaicshell,sanbegemosaicshell350pieces sanbegemosaicshell,Sanbegemosaicshell350Pieces,Sanbegemosaicshell350Pieces,misc,,Sanbegemosaicshell350Pieces.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Sanbegemosaicshell350Pieces,,,Supplies/Sanbegemosaicshell350Pieces.jpg
sandalwood essential oil,sandalwood essential,Sandalwood Essential Oil ESSLUX,Sandalwood,misc,,SandalwoodEssentialOilESSLUX.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Sandalwood+Essential+Oil+ESSLUX,,,Supplies/SandalwoodEssentialOilESSLUX.jpg
sannix antique charms,sannix antique,SANNIX 350Pcs Antique Gold Charms Bulk Lots Jewelry Making Charms Assorted Pendants for DIY Necklace Bracelet Earring Making and Crafting,SANNIX,misc,,SANNIX 350Pcs Antique Gold Charms Bulk Lots Jewelry Making Charms Assorted Pendants for DIY Necklace Bracelet Earring Making and Crafting.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=SANNIX+350Pcs+Antique+Gold+Charms+Bulk+Lots+Jewelry+Making+Charms+Assorted+Pendants+for+DIY+Necklace+Bracelet+Earring+Making+and+Crafting,,,Supplies/SANNIX 350Pcs Antique Gold Charms Bulk Lots Jewelry Making Charms Assorted Pendants for DIY Necklace Bracelet Earring Making and Crafting.jpg
sannix tibetan charms,sannix tibetan,SANNIX 350PCS Tibetan Silver Charms Wholesale Bulk Jewelry Making Pendants for DIY Necklace Bracelet Earring Craft Supplies,SANNIX,misc,,SANNIX 350PCS Tibetan Silver Charms Wholesale Bulk Jewelry Making Pendants for DIY Necklace Bracelet Earring Craft Supplies.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=SANNIX+350PCS+Tibetan+Silver+Charms+Wholesale+Bulk+Jewelry+Making+Pendants+for+DIY+Necklace+Bracelet+Earring+Craft+Supplies,,,Supplies/SANNIX 350PCS Tibetan Silver Charms Wholesale Bulk Jewelry Making Pendants for DIY Necklace Bracelet Earring Craft Supplies.jpg
savita40pieces savita sublimation,savita40pieces savita,SAVITA40Pieces Sublimation Air Freshener Blanks,SAVITA40Pieces,misc,,SAVITA40PiecesSublimationAirFreshenerBlanks.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=SAVITA40Pieces+Sublimation+Air+Freshener+Blanks,,,Supplies/SAVITA40PiecesSublimationAirFreshenerBlanks.jpg
scotch brite lint,scotch brite,Scotch Brite Lint Roller95Sheets5Count,Scotch,misc,,Scotch-BriteLintRoller95Sheets5Count.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Scotch+Brite+Lint+Roller95Sheets5Count,,,Supplies/Scotch-BriteLintRoller95Sheets5Count.jpg
scotch thermal laminating,scotch thermal,"Scotch Thermal Laminating Pouches, 8.97 x 11.45 Inch (Per Pouch), 5 Mil Thickness, 50 Pouches Per Pack, (TP5854 50 C)",Scotch,misc,,"Scotch Thermal Laminating Pouches, 8.97 x 11.45-Inch (Per Pouch), 5-Mil Thickness, 50 Pouches Per Pack, (TP5854-50-C).jpg",2,2,,,,,,,,"https://www.amazon.ca/s?k=Scotch+Thermal+Laminating+Pouches,+8.97+x+11.45+Inch+(Per+Pouch),+5+Mil+Thickness,+50+Pouches+Per+Pack,+(TP5854+50+C)",,,"Supplies/Scotch Thermal Laminating Pouches, 8.97 x 11.45-Inch (Per Pouch), 5-Mil Thickness, 50 Pouches Per Pack, (TP5854-50-C).jpg"
sedbuwza lilac essentail,sedbuwza lilac,Sedbuwza Lilac Essentail Oil10ML,Sedbuwza,misc,,SedbuwzaLilacEssentailOil10ML.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Sedbuwza+Lilac+Essentail+Oil10ML,,,Supplies/SedbuwzaLilacEssentailOil10ML.jpg
selizo100pcs selizo necklace,selizo100pcs selizo,Selizo100Pcs Necklace Cord String,Selizo100Pcs,misc,,Selizo100PcsNecklaceCordString.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Selizo100Pcs+Necklace+Cord+String,,,Supplies/Selizo100PcsNecklaceCordString.jpg
selizo3168pcs selizo rhinestones,selizo3168pcs selizo,Selizo3168pcs Rhinestones Nail Crystals Rhinestones,Selizo3168pcs,misc,,Selizo3168pcsRhinestonesNailCrystalsRhinestones.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Selizo3168pcs+Rhinestones+Nail+Crystals+Rhinestones,,,Supplies/Selizo3168pcsRhinestonesNailCrystalsRhinestones.jpg
serasarpremium genuine leather,serasarpremium genuine,SERASARPremium Genuine Leather Bracelet Glory For Menin Black,SERASARPremium,misc,,SERASARPremiumGenuineLeatherBraceletGloryForMeninBlack.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=SERASARPremium+Genuine+Leather+Bracelet+Glory+For+Menin+Black,,,Supplies/SERASARPremiumGenuineLeatherBraceletGloryForMeninBlack.jpg
silver solder paste,silver solder,Silver Solder Paste Hard Ss75 14To,Silver,misc,,SilverSolderPasteHardSs75-14To.jpg,2,2,,,,,,,,https://www.amazon.ca/s?k=Silver+Solder+Paste+Hard+Ss75+14To,,,Supplies/SilverSolderPasteHardSs75-14To.jpg
simplicity sewing pattern,simplicity sewing,Simplicity Sewing Pattern2613Crafts One Size,Simplicity,misc,,SimplicitySewingPattern2613CraftsOneSize.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Simplicity+Sewing+Pattern2613Crafts+One+Size,,,Supplies/SimplicitySewingPattern2613CraftsOneSize.jpg
sin loon usbmalewith,sin loon,Sin Loon USBMalewith ONOff Switchto Stripped Ends,Sin,misc,,SinLoonUSBMalewithONOffSwitchtoStrippedEnds.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Sin+Loon+USBMalewith+ONOff+Switchto+Stripped+Ends,,,Supplies/SinLoonUSBMalewithONOffSwitchtoStrippedEnds.jpg
slanzval250ml slanzval sublimation,slanzval250ml slanzval,SLANZVAL250ml Sublimation Coating,SLANZVAL250ml,misc,,SLANZVAL250mlSublimationCoating.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=SLANZVAL250ml+Sublimation+Coating,,,Supplies/SLANZVAL250mlSublimationCoating.jpg
soft puleather upholstery,soft puleather,Soft PULeather Upholstery Fabric,Soft,misc,,SoftPULeatherUpholsteryFabric.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Soft+PULeather+Upholstery+Fabric,,,Supplies/SoftPULeatherUpholsteryFabric.jpg
soldering products rosin,soldering products,Soldering Products Rosin Paste Flux,Soldering,misc,,SolderingProductsRosinPasteFlux.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Soldering+Products+Rosin+Paste+Flux,,,Supplies/SolderingProductsRosinPasteFlux.jpg
solid bare copper,solid bare,Solid Bare Copper Wire Half Round,Solid,misc,,SolidBareCopperWireHalfRound.jpg,2,2,,,,,,,,https://www.amazon.ca/s?k=Solid+Bare+Copper+Wire+Half+Round,,,Supplies/SolidBareCopperWireHalfRound.jpg
spacer beads,spacer beads,Spacer Beads,Spacer,misc,,SpacerBeads.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Spacer+Beads,,,Supplies/SpacerBeads.jpg
square copper wire,square copper,Square Copper Wire Dead Soft20Ga 50Ft Coil,Square,misc,,SquareCopperWireDeadSoft20Ga-50FtCoil.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Square+Copper+Wire+Dead+Soft20Ga+50Ft+Coil,,,Supplies/SquareCopperWireDeadSoft20Ga-50FtCoil.jpg
ssimder flux core,ssimder flux,"SSIMDER Flux Core Welding Wire Gasless MIG Wire Mild Steel E71TGS.035 Diameter, 2.2 Pound Spool",SSIMDER,misc,,"SSIMDER Flux Core Welding Wire Gasless MIG Wire Mild Steel E71TGS.035-Diameter, 2.2-Pound Spool.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=SSIMDER+Flux+Core+Welding+Wire+Gasless+MIG+Wire+Mild+Steel+E71TGS.035+Diameter,+2.2+Pound+Spool",,,"Supplies/SSIMDER Flux Core Welding Wire Gasless MIG Wire Mild Steel E71TGS.035-Diameter, 2.2-Pound Spool.jpg"
stabilized liverof sulfur,stabilized liverof,Stabilized Liverof Sulfur,Stabilized,misc,,StabilizedLiverofSulfur.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Stabilized+Liverof+Sulfur,,,Supplies/StabilizedLiverofSulfur.jpg
stanbroil10 stanbroil pound,stanbroil10 stanbroil,Stanbroil10 Pound Blended Fire Glass,Stanbroil10,misc,,Stanbroil10-PoundBlendedFireGlass.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Stanbroil10+Pound+Blended+Fire+Glass,,,Supplies/Stanbroil10-PoundBlendedFireGlass.jpg
standing different people,standing different,Standing Different People Figures,Standing,misc,,StandingDifferentPeopleFigures.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Standing+Different+People+Figures,,,Supplies/StandingDifferentPeopleFigures.jpg
strapworks heavyweight polypropylene,strapworks heavyweight,Strapworks Heavyweight Polypropylene Webbing,Strapworks,misc,,StrapworksHeavyweightPolypropyleneWebbing.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Strapworks+Heavyweight+Polypropylene+Webbing,,,Supplies/StrapworksHeavyweightPolypropyleneWebbing.jpg
strip bezel wire,strip bezel,Strip Bezel Wire925Sterling Silver Flat3mmx22Gauge Qty12Inches,Strip,misc,,StripBezelWire925SterlingSilverFlat3mmx22GaugeQty12Inches.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Strip+Bezel+Wire925Sterling+Silver+Flat3mmx22Gauge+Qty12Inches,,,Supplies/StripBezelWire925SterlingSilverFlat3mmx22GaugeQty12Inches.jpg
sublimation blank garden,sublimation blank,Sublimation Blank Garden Flag White,Sublimation,misc,,SublimationBlankGardenFlagWhite.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Sublimation+Blank+Garden+Flag+White,,,Supplies/SublimationBlankGardenFlagWhite.jpg
sublimation blanks keychains,sublimation blanks,Sublimation Blanks Keychains Products,Sublimation,misc,,SublimationBlanksKeychainsProducts.jpg,1,2,,,,,,,,https://www.amazon.ca/s?k=Sublimation+Blanks+Keychains+Products,,,Supplies/SublimationBlanksKeychainsProducts.jpg
sublimation blanks coasters,sublimation blanks,Sublimation Blanks White Coasters,Sublimation,misc,,SublimationBlanksWhiteCoasters.jpg,1,2,,,,,,,,https://www.amazon.ca/s?k=Sublimation+Blanks+White+Coasters,,,Supplies/SublimationBlanksWhiteCoasters.jpg
sublimation paper heat,sublimation paper,Sublimation Paper Heat Transfer Paper,Sublimation,misc,,SublimationPaper-HeatTransferPaper.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Sublimation+Paper+Heat+Transfer+Paper,,,Supplies/SublimationPaper-HeatTransferPaper.jpg
sulife10pack sulife adjustable,sulife10pack sulife,SULIFE10Pack Adjustable Bow Shackles,SULIFE10Pack,misc,,SULIFE10PackAdjustableBowShackles.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=SULIFE10Pack+Adjustable+Bow+Shackles,,,Supplies/SULIFE10PackAdjustableBowShackles.jpg
